I,II,V1
6057315.0,6071044.0,6042750.0
6056993.0,6070611.0,6042824.0
6056962.0,6070539.0,6043144.0
6057324.0,6070521.0,6043119.0
6058117.0,6071199.0,6042996.0
6057345.0,6070502.0,6044775.0
6057904.0,6070901.0,6044810.0
6058032.0,6070826.0,6043440.0
6058243.0,6071471.0,6042940.0
6057647.0,6070316.0,6043099.0
6057609.0,6071061.0,6042550.0
6057510.0,6070755.0,6041992.0
6058033.0,6071196.0,6042144.0
6057204.0,6071419.0,6042299.0
6057288.0,6071300.0,6041799.0
6057040.0,6070878.0,6042326.0
6056889.0,6070982.0,6041152.0
6056770.0,6070712.0,6041175.0
6056948.0,6070914.0,6040406.0
6056717.0,6070816.0,6042069.0
6057742.0,6070943.0,6041958.0
6057745.0,6071075.0,6043036.0
6056607.0,6070527.0,6043197.0
6053815.0,6068522.0,6043308.0
6053055.0,6067827.0,6043740.0
6070266.0,6078234.0,6036203.0
6091237.0,6095932.0,6029957.0
6087697.0,6093008.0,6034545.0
6071337.0,6080803.0,6042593.0
6059630.0,6073552.0,6043575.0
6058007.0,6071668.0,6041454.0
6057247.0,6071118.0,6041323.0
6056861.0,6070891.0,6040159.0
6056202.0,6070580.0,6040283.0
6055933.0,6070040.0,6040753.0
6057073.0,6070631.0,6040697.0
6057229.0,6071143.0,6041424.0
6056506.0,6071027.0,6041495.0
6056707.0,6070536.0,6042939.0
6056531.0,6070053.0,6041603.0
6057468.0,6071048.0,6040972.0
6057126.0,6070246.0,6040490.0
6057184.0,6070450.0,6038874.0
6057592.0,6070062.0,6039233.0
6057616.0,6070081.0,6039624.0
6057893.0,6069587.0,6039532.0
6057244.0,6069306.0,6039728.0
6057291.0,6068858.0,6039019.0
6056879.0,6068974.0,6038668.0
6057931.0,6070661.0,6039044.0
6057492.0,6070249.0,6039484.0
6057600.0,6070774.0,6038747.0
6057146.0,6070627.0,6037528.0
6055928.0,6070119.0,6038085.0
6056028.0,6070275.0,6038643.0
6056031.0,6069868.0,6039450.0
6056027.0,6070158.0,6039253.0
6055692.0,6069587.0,6040281.0
6056219.0,6070504.0,6039545.0
6056658.0,6069887.0,6041007.0
6056629.0,6069601.0,6041496.0
6057169.0,6069907.0,6041081.0
6057210.0,6070177.0,6041249.0
6057461.0,6070843.0,6041567.0
6055836.0,6069069.0,6042056.0
6057300.0,6070613.0,6040845.0
6057541.0,6071103.0,6040609.0
6057454.0,6070244.0,6041450.0
6057839.0,6070857.0,6042101.0
6057979.0,6071196.0,6041823.0
6058179.0,6071257.0,6041546.0
6057092.0,6070547.0,6041859.0
6057263.0,6071069.0,6041748.0
6057503.0,6070822.0,6041274.0
6057856.0,6071215.0,6041308.0
6057266.0,6071077.0,6041947.0
6057538.0,6071469.0,6042070.0
6057885.0,6071539.0,6041081.0
6058382.0,6072083.0,6039685.0
6057920.0,6072099.0,6039812.0
6057670.0,6071350.0,6039040.0
6056942.0,6071182.0,6040431.0
6056717.0,6071199.0,6040077.0
6056786.0,6070887.0,6040502.0
6056384.0,6071229.0,6040659.0
6055929.0,6070314.0,6039461.0
6055951.0,6070431.0,6038743.0
6056021.0,6070171.0,6038597.0
6056387.0,6070406.0,6039661.0
6057000.0,6071173.0,6040771.0
6056916.0,6071751.0,6041551.0
6056760.0,6071957.0,6041147.0
6057071.0,6072230.0,6042379.0
6056906.0,6072143.0,6042552.0
6056441.0,6071544.0,6042945.0
6055865.0,6070078.0,6042034.0
6053270.0,6068557.0,6039485.0
6051007.0,6066207.0,6042124.0
6058231.0,6070738.0,6041958.0
6078536.0,6089436.0,6030074.0
6091745.0,6098211.0,6028677.0
6076515.0,6087630.0,6036627.0
6063436.0,6077169.0,6042371.0
6059130.0,6073138.0,6042008.0
6057262.0,6072006.0,6041893.0
6056796.0,6071848.0,6041998.0
6057242.0,6071852.0,6041701.0
6056099.0,6071050.0,6041355.0
6056214.0,6071033.0,6040201.0
6056358.0,6070975.0,6039667.0
6055975.0,6070982.0,6040349.0
6056262.0,6070979.0,6040135.0
6056233.0,6070581.0,6039164.0
6056054.0,6070548.0,6038591.0
6056412.0,6070327.0,6038543.0
6055340.0,6069412.0,6038296.0
6054819.0,6069156.0,6038858.0
6055430.0,6069105.0,6038331.0
6055534.0,6069234.0,6038173.0
6056418.0,6069740.0,6037940.0
6057255.0,6070280.0,6037264.0
6057120.0,6070347.0,6036323.0
6056818.0,6070262.0,6036168.0
6057456.0,6071062.0,6036287.0
6056432.0,6070000.0,6038003.0
6056612.0,6070537.0,6038364.0
6055263.0,6070057.0,6040660.0
6054913.0,6069258.0,6040997.0
6055641.0,6068451.0,6040486.0
6056441.0,6070792.0,6038230.0
6055740.0,6071150.0,6039624.0
6055810.0,6071150.0,6040213.0
6055873.0,6071176.0,6042342.0
6056668.0,6070704.0,6042304.0
6056338.0,6069089.0,6043592.0
6057102.0,6069878.0,6042472.0
6056504.0,6070049.0,6044308.0
6056690.0,6070413.0,6043585.0
6056925.0,6070466.0,6042894.0
6055808.0,6068843.0,6041368.0
6056564.0,6070319.0,6040488.0
6056693.0,6070120.0,6040141.0
6056356.0,6069510.0,6041199.0
6056325.0,6070236.0,6042395.0
6056278.0,6070414.0,6042618.0
6056785.0,6070547.0,6042317.0
6056019.0,6070229.0,6042680.0
6056882.0,6070603.0,6042648.0
6056948.0,6070329.0,6042147.0
6056194.0,6070147.0,6040951.0
6057234.0,6070808.0,6041567.0
6056984.0,6071088.0,6041062.0
6055953.0,6071094.0,6040082.0
6056136.0,6071288.0,6039721.0
6055929.0,6070286.0,6040290.0
6055798.0,6070813.0,6040151.0
6055950.0,6070383.0,6039978.0
6055663.0,6070034.0,6039298.0
6055892.0,6070276.0,6039254.0
6056045.0,6070446.0,6040094.0
6056271.0,6070505.0,6040691.0
6056369.0,6070750.0,6041820.0
6055328.0,6070575.0,6039500.0
6055483.0,6069688.0,6039456.0
6056121.0,6070056.0,6041442.0
6056231.0,6071686.0,6041162.0
