I-mV,II-mV,V1-mV
4.328578348671099,4.349406352603814,4.41014285744088
4.328338904877835,4.349119308538396,4.409961110947198
4.3285999851584425,4.349421498144954,4.409644497015744
4.328491081505482,4.348894289070027,4.409694260936633
4.328027339460095,4.348845967581628,4.409068245236173
4.327565761063442,4.3487154274413236,4.409897643917659
4.327729477151005,4.348705330413897,4.409881055944029
4.327456857410481,4.3490515142113875,4.409943080541079
4.328407420421089,4.349333509763092,4.409556508633882
4.328413911367291,4.349493619769431,4.409547854038945
4.328261734739645,4.349604687071126,4.40939279254632
4.328855295709091,4.349660941938218,4.409083390777313
4.328552384886288,4.349433037604871,4.409280282812135
4.328611524618359,4.349642190315854,4.40901487523406
4.328740622326173,4.349631372072182,4.408955735501989
4.328834380437993,4.349712869507841,4.409255040243568
4.328894241386308,4.349789318429787,4.409238452269939
4.3291055577460265,4.349852064243081,4.409187967132804
4.329113491124718,4.349977555869672,4.408895874553673
4.329211576534007,4.349806627619661,4.408810049820545
4.329034878554039,4.3501347810110325,4.407970554111633
4.328853853276601,4.349818888295822,4.407777268158035
4.329016126931674,4.349814560998354,4.408559066567365
4.329075266663747,4.350043186547946,4.4070135001548225
4.329228885723882,4.35009367168508,4.407946753975555
4.329584445332554,4.3504485100775065,4.40779025005044
4.329653682092051,4.350323018450917,4.408003008842647
4.329576511953861,4.350082853441408,4.408832407524133
4.329339231809332,4.3501362234435215,4.408931214149667
4.328993048011842,4.349927791948783,4.408956456718233
4.329638536550911,4.3503028243960635,4.409097815102208
4.32935726221545,4.350064823035289,4.4086744611665285
4.329008914769227,4.3498967796502575,4.40939135011383
4.326876278333442,4.347878095381146,4.41022147001156
4.32605048573318,4.346140685447495,4.409358895382815
4.335265465692607,4.354407266045049,4.403204035949948
4.354974142013439,4.369282351093432,4.397580712889475
4.352236405148291,4.366988162218818,4.402715772552238
4.338050802829909,4.356656018296243,4.409262252406016
4.3315872628442795,4.351775547967884,4.408714849276236
4.3302140671142375,4.350477358727298,4.408282119529374
