I,II,V1
6001776.0,6030655.0,6114869.0
6001444.0,6030257.0,6114617.0
6001806.0,6030676.0,6114178.0
6001655.0,6029945.0,6114247.0
6001012.0,6029878.0,6113379.0
6000372.0,6029697.0,6114529.0
6000599.0,6029683.0,6114506.0
6000221.0,6030163.0,6114592.0
6001539.0,6030554.0,6114056.0
6001548.0,6030776.0,6114044.0
6001337.0,6030930.0,6113829.0
6002160.0,6031008.0,6113400.0
6001740.0,6030692.0,6113673.0
6001822.0,6030982.0,6113305.0
6002001.0,6030967.0,6113223.0
6002131.0,6031080.0,6113638.0
6002214.0,6031186.0,6113615.0
6002507.0,6031273.0,6113545.0
6002518.0,6031447.0,6113140.0
6002654.0,6031210.0,6113021.0
6002409.0,6031665.0,6111857.0
6002158.0,6031227.0,6111589.0
6002383.0,6031221.0,6112673.0
6002465.0,6031538.0,6110530.0
6002678.0,6031608.0,6111824.0
6003171.0,6032100.0,6111607.0
6003267.0,6031926.0,6111902.0
6003160.0,6031593.0,6113052.0
6002831.0,6031667.0,6113189.0
6002351.0,6031378.0,6113224.0
6003246.0,6031898.0,6113420.0
6002856.0,6031568.0,6112833.0
6002373.0,6031335.0,6113827.0
5999416.0,6028536.0,6114978.0
5998271.0,6026127.0,6113782.0
6011048.0,6037589.0,6105248.0
6038375.0,6058214.0,6097451.0
6034579.0,6055033.0,6104571.0
6014910.0,6040707.0,6113648.0
6005948.0,6033940.0,6112889.0
6004044.0,6032140.0,6112289.0
6002857.0,6031109.0,6113254.0
6002548.0,6031051.0,6113045.0
6002108.0,6030500.0,6112703.0
6002196.0,6030740.0,6112755.0
6002655.0,6030620.0,6112501.0
6002266.0,6030572.0,6111837.0
6002099.0,6030300.0,6110769.0
6002646.0,6030463.0,6112807.0
6002375.0,6030309.0,6112165.0
6002200.0,6029919.0,6112755.0
6002484.0,6029829.0,6112488.0
6002233.0,6029479.0,6113368.0
6002520.0,6029498.0,6112873.0
6002216.0,6029255.0,6112656.0
6001386.0,6029477.0,6111788.0
6001018.0,6029085.0,6111824.0
6002295.0,6030340.0,6112443.0
6002447.0,6030011.0,6112841.0
6002617.0,6030583.0,6112655.0
6002800.0,6030496.0,6112807.0
6003190.0,6030715.0,6112198.0
6003692.0,6030923.0,6111250.0
6003392.0,6030859.0,6110831.0
6003769.0,6030704.0,6110582.0
6003308.0,6030703.0,6112094.0
6003925.0,6031097.0,6110928.0
6003445.0,6030489.0,6111788.0
6004428.0,6031851.0,6111313.0
6003655.0,6031286.0,6110589.0
6004016.0,6031696.0,6110824.0
6003797.0,6031192.0,6111584.0
6003502.0,6031077.0,6110437.0
6003810.0,6031333.0,6110512.0
6004043.0,6031837.0,6110101.0
6004673.0,6032077.0,6110069.0
6004354.0,6031815.0,6110279.0
6004633.0,6031748.0,6110811.0
6004683.0,6032069.0,6111508.0
6004592.0,6031836.0,6112292.0
6004673.0,6031563.0,6112334.0
6004430.0,6031796.0,6111908.0
6004774.0,6031862.0,6111668.0
6003651.0,6031295.0,6111604.0
6000337.0,6028170.0,6111974.0
6001184.0,6026529.0,6111874.0
6019058.0,6039771.0,6101323.0
6040391.0,6057735.0,6098114.0
6031450.0,6052402.0,6106070.0
6014688.0,6038795.0,6111980.0
6007721.0,6034301.0,6111277.0
6005823.0,6032247.0,6110574.0
6004231.0,6031606.0,6111134.0
6004120.0,6031084.0,6111127.0
6003840.0,6030949.0,6111062.0
6003848.0,6031094.0,6110401.0
6004336.0,6031170.0,6110337.0
6004250.0,6031359.0,6111654.0
6004441.0,6031046.0,6110806.0
6004459.0,6031308.0,6110284.0
6004528.0,6031463.0,6109968.0
6004526.0,6031080.0,6109542.0
6004655.0,6030816.0,6109392.0
6004677.0,6030870.0,6109607.0
6005062.0,6031050.0,6109754.0
6005029.0,6030752.0,6109949.0
6004418.0,6030498.0,6109818.0
6004080.0,6030604.0,6109737.0
6003721.0,6030444.0,6109713.0
6004043.0,6030545.0,6109710.0
6004728.0,6031193.0,6109272.0
6004681.0,6031416.0,6109643.0
6004912.0,6031230.0,6109691.0
6004824.0,6030928.0,6109351.0
6005335.0,6031582.0,6108670.0
6005124.0,6031243.0,6109673.0
6004851.0,6031031.0,6109496.0
6005347.0,6031629.0,6108575.0
6005692.0,6031419.0,6109296.0
6005482.0,6031791.0,6108423.0
6005778.0,6031945.0,6109134.0
6005649.0,6031733.0,6109416.0
6005281.0,6031745.0,6108937.0
6005607.0,6031817.0,6108219.0
6005277.0,6031633.0,6107682.0
6005220.0,6031477.0,6107469.0
6005582.0,6031822.0,6107155.0
6006676.0,6032575.0,6108028.0
6006385.0,6032101.0,6107794.0
6006074.0,6032029.0,6109011.0
6005437.0,6031327.0,6109714.0
6006044.0,6031447.0,6110199.0
6006177.0,6031353.0,6110576.0
6005981.0,6031517.0,6109848.0
6006395.0,6031737.0,6109530.0
6004571.0,6030397.0,6110284.0
6002512.0,6028353.0,6110740.0
6003394.0,6027067.0,6108958.0
6019264.0,6041639.0,6098505.0
6042081.0,6057126.0,6095186.0
6029822.0,6049577.0,6105016.0
6014887.0,6038490.0,6110016.0
6008653.0,6033151.0,6109401.0
6006872.0,6031672.0,6108704.0
6006042.0,6031103.0,6109757.0
6006013.0,6030904.0,6109800.0
6005739.0,6030651.0,6109020.0
6005819.0,6030365.0,6109876.0
6006074.0,6030692.0,6110104.0
6006102.0,6030395.0,6109868.0
6006189.0,6030539.0,6110223.0
6006474.0,6030745.0,6109964.0
6006414.0,6030601.0,6109208.0
6005948.0,6029934.0,6109419.0
6005734.0,6029643.0,6109062.0
6005795.0,6029636.0,6109286.0
6005277.0,6029287.0,6108314.0
6004551.0,6028999.0,6108231.0
6004753.0,6029303.0,6107831.0
6005479.0,6030040.0,6107677.0
6005626.0,6030315.0,6107235.0
6006372.0,6030264.0,6108154.0
6006718.0,6030663.0,6107994.0
