I,II,V1
6075166.0,6072939.0,6040562.0
6075467.0,6073016.0,6040541.0
6075596.0,6073241.0,6039939.0
6075741.0,6073417.0,6039429.0
6076138.0,6074110.0,6039286.0
6076176.0,6074169.0,6039912.0
6075915.0,6074652.0,6039724.0
6075596.0,6074530.0,6040060.0
6075003.0,6074585.0,6040100.0
6074686.0,6074645.0,6040227.0
6074608.0,6074737.0,6040500.0
6074534.0,6074341.0,6040968.0
6074608.0,6074379.0,6041495.0
6074570.0,6074130.0,6041609.0
6074544.0,6074247.0,6041796.0
6074738.0,6074672.0,6041778.0
6074678.0,6074333.0,6041970.0
6074834.0,6074445.0,6042166.0
6074780.0,6074151.0,6041997.0
6074898.0,6074229.0,6042137.0
6074928.0,6074238.0,6042144.0
6075158.0,6074554.0,6042012.0
6075049.0,6074579.0,6041579.0
6075168.0,6074644.0,6041968.0
6075129.0,6074483.0,6042192.0
6074979.0,6074515.0,6042160.0
6074890.0,6074341.0,6042191.0
6074883.0,6074840.0,6041909.0
6074679.0,6074372.0,6041676.0
6074951.0,6074393.0,6041905.0
6075017.0,6074463.0,6041767.0
6075101.0,6074519.0,6041319.0
6075022.0,6074494.0,6040988.0
6074964.0,6074360.0,6041060.0
6074822.0,6074143.0,6041144.0
6074431.0,6074034.0,6041458.0
6074937.0,6074231.0,6041899.0
6075156.0,6074431.0,6042520.0
6075150.0,6074397.0,6042486.0
6075489.0,6074632.0,6042664.0
6074990.0,6074412.0,6043110.0
6075333.0,6074506.0,6042590.0
6075576.0,6074752.0,6042089.0
6075593.0,6074705.0,6041571.0
6075079.0,6074378.0,6042076.0
6072521.0,6072142.0,6042884.0
6070496.0,6068883.0,6043329.0
6080821.0,6075363.0,6038930.0
6103223.0,6093973.0,6030247.0
6107075.0,6097211.0,6034111.0
6090609.0,6086291.0,6042673.0
6080356.0,6078217.0,6043415.0
6077829.0,6075739.0,6042550.0
6076397.0,6074939.0,6041966.0
6075867.0,6074398.0,6042434.0
6075365.0,6074075.0,6042498.0
6075454.0,6074281.0,6042369.0
6075798.0,6074670.0,6041871.0
6075823.0,6074454.0,6041615.0
6075855.0,6074499.0,6041292.0
6075703.0,6074687.0,6041340.0
6074837.0,6073646.0,6040984.0
6075408.0,6073710.0,6041408.0
6075303.0,6073754.0,6041390.0
6075233.0,6073849.0,6041671.0
6075404.0,6073752.0,6041916.0
6075513.0,6073639.0,6041619.0
6075786.0,6073661.0,6041272.0
6076265.0,6073789.0,6041378.0
6076788.0,6074099.0,6040962.0
6076753.0,6074089.0,6040352.0
6077299.0,6074472.0,6039972.0
6077282.0,6074955.0,6039454.0
6077115.0,6075059.0,6039471.0
6076701.0,6075043.0,6039435.0
6076116.0,6075003.0,6040092.0
6075894.0,6075039.0,6040642.0
6075338.0,6074906.0,6040800.0
6075370.0,6074906.0,6040806.0
6075045.0,6074843.0,6041022.0
6075122.0,6074758.0,6041021.0
6075234.0,6074712.0,6041262.0
6075145.0,6074768.0,6041260.0
6075205.0,6074606.0,6041119.0
6075183.0,6074783.0,6040879.0
6075657.0,6075006.0,6040837.0
6075376.0,6075083.0,6040833.0
6075576.0,6075357.0,6040975.0
6075964.0,6075467.0,6040573.0
6075664.0,6075316.0,6040918.0
6075647.0,6075311.0,6040814.0
6075554.0,6075212.0,6041267.0
6075540.0,6075088.0,6040930.0
6075665.0,6075315.0,6040778.0
6075613.0,6075374.0,6040590.0
6075697.0,6075205.0,6040851.0
6075552.0,6075129.0,6040955.0
6075686.0,6075270.0,6040861.0
6075688.0,6075181.0,6041027.0
6075889.0,6075338.0,6040579.0
6075508.0,6075207.0,6040480.0
6075515.0,6075168.0,6040511.0
6075630.0,6075353.0,6040696.0
6075879.0,6075546.0,6041091.0
6075380.0,6075276.0,6041541.0
6075479.0,6075355.0,6041165.0
6075346.0,6075280.0,6041815.0
6075370.0,6075287.0,6041288.0
6075627.0,6075279.0,6041154.0
6075617.0,6075394.0,6041054.0
6075623.0,6075282.0,6040854.0
6071910.0,6072528.0,6042205.0
6069715.0,6068968.0,6042211.0
6081769.0,6076823.0,6038650.0
6104169.0,6097783.0,6028044.0
6109196.0,6099395.0,6031275.0
6090039.0,6086119.0,6041673.0
6080284.0,6078799.0,6041839.0
6077877.0,6076376.0,6040523.0
6076504.0,6075644.0,6039602.0
6075495.0,6074822.0,6040362.0
6075289.0,6074499.0,6040668.0
6075388.0,6074401.0,6040904.0
6075350.0,6074323.0,6040897.0
6075324.0,6074176.0,6041241.0
6075348.0,6074233.0,6041411.0
6075407.0,6074128.0,6041639.0
6075406.0,6074023.0,6041479.0
6075420.0,6073970.0,6041348.0
6075205.0,6073625.0,6040956.0
6075361.0,6073438.0,6040432.0
6075769.0,6073414.0,6040775.0
6075710.0,6073499.0,6040385.0
6076273.0,6073602.0,6039901.0
6076319.0,6073449.0,6040240.0
6076573.0,6074093.0,6039660.0
6077065.0,6074855.0,6039286.0
6076910.0,6074942.0,6039621.0
6076505.0,6075200.0,6040127.0
6076060.0,6075114.0,6040174.0
6075803.0,6075360.0,6040530.0
6075527.0,6075083.0,6041040.0
6075170.0,6074921.0,6041404.0
6074998.0,6074918.0,6041433.0
6075163.0,6074687.0,6041402.0
6075166.0,6074796.0,6041490.0
6075117.0,6074581.0,6041405.0
6075286.0,6074896.0,6041248.0
6075234.0,6074883.0,6041354.0
6075482.0,6074721.0,6041221.0
6075265.0,6074898.0,6041073.0
6075498.0,6074929.0,6041410.0
6075151.0,6074474.0,6041930.0
6075165.0,6074629.0,6041642.0
6075353.0,6074821.0,6041559.0
6075417.0,6074960.0,6041506.0
6075366.0,6075324.0,6041148.0
6075522.0,6075239.0,6041143.0
6075493.0,6075135.0,6040615.0
6075465.0,6074902.0,6041155.0
6075116.0,6074954.0,6040967.0
6075481.0,6075187.0,6041089.0
6075399.0,6075060.0,6041733.0
6075054.0,6075272.0,6041111.0
6075310.0,6075074.0,6041224.0
6075171.0,6074977.0,6040918.0
6075330.0,6075232.0,6040853.0
6075474.0,6075653.0,6041363.0
6075730.0,6075963.0,6041230.0
6075293.0,6075904.0,6040809.0
6075539.0,6075845.0,6040929.0
6075793.0,6076181.0,6040822.0
6075306.0,6076169.0,6040775.0
6075081.0,6075848.0,6040736.0
6074856.0,6075956.0,6040642.0
6072997.0,6074244.0,6041343.0
6071364.0,6072225.0,6042451.0
6073311.0,6071611.0,6042053.0
6093941.0,6087413.0,6032418.0
6106536.0,6098020.0,6031538.0
6094346.0,6090446.0,6039414.0
6082322.0,6081115.0,6043314.0
6078249.0,6077654.0,6041931.0
6076453.0,6075948.0,6041147.0
6075415.0,6075278.0,6041010.0
6075081.0,6075259.0,6040984.0
6074809.0,6074780.0,6040733.0
6074622.0,6074810.0,6040801.0
6074603.0,6074685.0,6040872.0
6074603.0,6074632.0,6040824.0
6074785.0,6074659.0,6040506.0
6074760.0,6074594.0,6040592.0
6074524.0,6074217.0,6040983.0
6074872.0,6074417.0,6041332.0
6074763.0,6074357.0,6041483.0
6075081.0,6074238.0,6041629.0
6075463.0,6074387.0,6041243.0
6075548.0,6074435.0,6041124.0
6075927.0,6074348.0,6041182.0
6076546.0,6074442.0,6040652.0
6076705.0,6074568.0,6040370.0
6076688.0,6074821.0,6039914.0
6077030.0,6075235.0,6039449.0
6076921.0,6075300.0,6039703.0
6076362.0,6074843.0,6040234.0
6075897.0,6074993.0,6040388.0
6075785.0,6075149.0,6040647.0
6074994.0,6074763.0,6041115.0
6074850.0,6074792.0,6040953.0
6074816.0,6074563.0,6041367.0
6074778.0,6074569.0,6041543.0
6074735.0,6074462.0,6041601.0
6074845.0,6074474.0,6041573.0
6075131.0,6074563.0,6041425.0
6075009.0,6074715.0,6041560.0
6075045.0,6074502.0,6041702.0
6075293.0,6074756.0,6041499.0
6075162.0,6074615.0,6041800.0
6074784.0,6074334.0,6042149.0
6075229.0,6074670.0,6041609.0
6075154.0,6074527.0,6041663.0
6075006.0,6074759.0,6041308.0
6075263.0,6074739.0,6040723.0
6074972.0,6074505.0,6040774.0
6075456.0,6074474.0,6041156.0
6075544.0,6074898.0,6040501.0
6075280.0,6074428.0,6040466.0
6074990.0,6074309.0,6040557.0
6075200.0,6074618.0,6041714.0
6075296.0,6074595.0,6041933.0
6075002.0,6074601.0,6041578.0
6075235.0,6074285.0,6041747.0
6074810.0,6074427.0,6041975.0
6075474.0,6074546.0,6042297.0
6075099.0,6074619.0,6042144.0
6075155.0,6074484.0,6042440.0
6073254.0,6073417.0,6043006.0
6070320.0,6070601.0,6043866.0
6072267.0,6070189.0,6043280.0
6088861.0,6083562.0,6034118.0
6107827.0,6096840.0,6030845.0
6101029.0,6091693.0,6038007.0
6085496.0,6082198.0,6043280.0
6079159.0,6076687.0,6043239.0
6076837.0,6075393.0,6042170.0
6075518.0,6074785.0,6042114.0
6075366.0,6074539.0,6042138.0
6075258.0,6074219.0,6042292.0
6074988.0,6074246.0,6042051.0
6074725.0,6074020.0,6041699.0
6074555.0,6073845.0,6041804.0
6074775.0,6073823.0,6041621.0
6074893.0,6073842.0,6041558.0
6074925.0,6073646.0,6041840.0
6075249.0,6073921.0,6041685.0
6075394.0,6073997.0,6041877.0
6075369.0,6073784.0,6041907.0
6075268.0,6073321.0,6042308.0
6075507.0,6073415.0,6042007.0
6075749.0,6073677.0,6041782.0
6075934.0,6073416.0,6041706.0
6075865.0,6073482.0,6041608.0
6076066.0,6073919.0,6040996.0
6076469.0,6074229.0,6040464.0
6076438.0,6074609.0,6040478.0
6076020.0,6074717.0,6040731.0
6075398.0,6074770.0,6040585.0
6075027.0,6074760.0,6041359.0
6075176.0,6075062.0,6041087.0
6074608.0,6074633.0,6041436.0
6074610.0,6074489.0,6041620.0
6074844.0,6074759.0,6041293.0
6074513.0,6074761.0,6041403.0
6074920.0,6074857.0,6041388.0
6075005.0,6074974.0,6041133.0
6074983.0,6075160.0,6040978.0
6075046.0,6075029.0,6041048.0
6075389.0,6075294.0,6041103.0
6075305.0,6075416.0,6040764.0
6075164.0,6075375.0,6040853.0
6075243.0,6075287.0,6041065.0
6075237.0,6075620.0,6040898.0
6075017.0,6075494.0,6041224.0
6074754.0,6075421.0,6041293.0
6074757.0,6075364.0,6041420.0
6074675.0,6075306.0,6041681.0
6074475.0,6075310.0,6041699.0
6074369.0,6075124.0,6041512.0
6074681.0,6075389.0,6041090.0
6074506.0,6075060.0,6041315.0
6074448.0,6075098.0,6040773.0
6074729.0,6075533.0,6040764.0
6074921.0,6075585.0,6041304.0
6074734.0,6075681.0,6041368.0
6074284.0,6074958.0,6041499.0
6074808.0,6075373.0,6041214.0
6074417.0,6074995.0,6041509.0
6074042.0,6075398.0,6041122.0
6074062.0,6075525.0,6041392.0
6073967.0,6075638.0,6041068.0
6072708.0,6074222.0,6041924.0
6070810.0,6072197.0,6042690.0
6072212.0,6071060.0,6042881.0
6090121.0,6084124.0,6033348.0
6106166.0,6097348.0,6031170.0
6097163.0,6092205.0,6037093.0
6083925.0,6082719.0,6042105.0
6077819.0,6077510.0,6041929.0
6075939.0,6075937.0,6041253.0
6074919.0,6075217.0,6041110.0
6074664.0,6074920.0,6041056.0
6074499.0,6074702.0,6041001.0
6074586.0,6074375.0,6041168.0
6074677.0,6074670.0,6041102.0
6074744.0,6074659.0,6041265.0
6074765.0,6074554.0,6041087.0
6074758.0,6074603.0,6041091.0
6074830.0,6074538.0,6041299.0
6074924.0,6074467.0,6041292.0
6075080.0,6074495.0,6041216.0
6075149.0,6074103.0,6041650.0
6075453.0,6074126.0,6041523.0
