I,II,V1
6076391.0,6077771.0,6043363.0
6076846.0,6078628.0,6042563.0
6076889.0,6078455.0,6042691.0
6077440.0,6078354.0,6042459.0
6077323.0,6077765.0,6041940.0
6077782.0,6078601.0,6042135.0
6076975.0,6078515.0,6043962.0
6077026.0,6079111.0,6044169.0
6076389.0,6079016.0,6044206.0
6076493.0,6080172.0,6043882.0
6076743.0,6079839.0,6043148.0
6076615.0,6079622.0,6043027.0
6076537.0,6078907.0,6043831.0
6074721.0,6078084.0,6043677.0
6072661.0,6076064.0,6044596.0
6074827.0,6076247.0,6044106.0
6091852.0,6087137.0,6034039.0
6107534.0,6100193.0,6030559.0
6100145.0,6096077.0,6037420.0
6086422.0,6085680.0,6043730.0
6079802.0,6081516.0,6044162.0
6077828.0,6079873.0,6042756.0
6076493.0,6078971.0,6042791.0
6076105.0,6078560.0,6043037.0
6076269.0,6078771.0,6042236.0
6075738.0,6078101.0,6042911.0
6075554.0,6077916.0,6043266.0
6076636.0,6078850.0,6043021.0
6076123.0,6078727.0,6043295.0
6075995.0,6078623.0,6042568.0
6076430.0,6078539.0,6042828.0
6076829.0,6078837.0,6042410.0
6075921.0,6077654.0,6042388.0
6077470.0,6078969.0,6042013.0
6076828.0,6078232.0,6042647.0
6076698.0,6078432.0,6042570.0
6076812.0,6077643.0,6043108.0
6076758.0,6078000.0,6042033.0
6077256.0,6078006.0,6042284.0
6077900.0,6078273.0,6041858.0
6076474.0,6078481.0,6042079.0
6077155.0,6077687.0,6041446.0
6077651.0,6079095.0,6041771.0
6078064.0,6079418.0,6042304.0
6077469.0,6079052.0,6042181.0
6076707.0,6078809.0,6042811.0
6076825.0,6078860.0,6042920.0
6076016.0,6078760.0,6043009.0
6076359.0,6079045.0,6043874.0
6075381.0,6078196.0,6043562.0
6076105.0,6078663.0,6042755.0
6075283.0,6077759.0,6043057.0
6076046.0,6078065.0,6043274.0
6076847.0,6078386.0,6042063.0
6076906.0,6078876.0,6041861.0
6077269.0,6079265.0,6042307.0
6076579.0,6078506.0,6041885.0
6076346.0,6078308.0,6042345.0
6076887.0,6078471.0,6042780.0
6076462.0,6077951.0,6042308.0
6076978.0,6078889.0,6042527.0
6076424.0,6078000.0,6042293.0
6076435.0,6078216.0,6043358.0
6076908.0,6078670.0,6043134.0
6077111.0,6078761.0,6042411.0
6076919.0,6078597.0,6042936.0
6076588.0,6078530.0,6043470.0
6076410.0,6078362.0,6042944.0
6076684.0,6078476.0,6043141.0
6076602.0,6078106.0,6043260.0
6076926.0,6079153.0,6042094.0
6076505.0,6078390.0,6042914.0
6076661.0,6078064.0,6043440.0
6076490.0,6078042.0,6042995.0
6076505.0,6078141.0,6043609.0
6077491.0,6079347.0,6043696.0
6077214.0,6078779.0,6044481.0
6076848.0,6079161.0,6043506.0
6077009.0,6078828.0,6044039.0
6076812.0,6078664.0,6043593.0
6076939.0,6078914.0,6044064.0
6076982.0,6079115.0,6043298.0
6076831.0,6078850.0,6043991.0
6075342.0,6077806.0,6045252.0
6072829.0,6075191.0,6047159.0
6076271.0,6075685.0,6045842.0
6091234.0,6088529.0,6035515.0
6108172.0,6100888.0,6032340.0
6102190.0,6096832.0,6039026.0
6087215.0,6087440.0,6045127.0
6080733.0,6082443.0,6043812.0
6078412.0,6080579.0,6042867.0
6076624.0,6079300.0,6043313.0
6076523.0,6079080.0,6042677.0
6076404.0,6078709.0,6042603.0
6076270.0,6078385.0,6042882.0
6075922.0,6078003.0,6042430.0
6076155.0,6077958.0,6042391.0
6076605.0,6078557.0,6042525.0
6076387.0,6078858.0,6042433.0
6076356.0,6078333.0,6042654.0
6076449.0,6078746.0,6042751.0
6076764.0,6078394.0,6043090.0
6076674.0,6078599.0,6042144.0
6076262.0,6078325.0,6042173.0
6076181.0,6077644.0,6042426.0
6076893.0,6077721.0,6042544.0
6077891.0,6077903.0,6042350.0
6077963.0,6078460.0,6041534.0
6077468.0,6078489.0,6041858.0
6077769.0,6078903.0,6041691.0
6077786.0,6078879.0,6041511.0
6077291.0,6078752.0,6041969.0
6077128.0,6078940.0,6041940.0
6076473.0,6078488.0,6042278.0
6076526.0,6078801.0,6042245.0
6075716.0,6078610.0,6042565.0
6075941.0,6078622.0,6042374.0
6075893.0,6078614.0,6043041.0
6076097.0,6078543.0,6043274.0
6076010.0,6078452.0,6043173.0
6075960.0,6078771.0,6042780.0
6075665.0,6078182.0,6043379.0
6075953.0,6078447.0,6042993.0
6076535.0,6078601.0,6042456.0
6076628.0,6078559.0,6042330.0
6076190.0,6078437.0,6042419.0
6076558.0,6078581.0,6041852.0
6076572.0,6078974.0,6042066.0
6076557.0,6078345.0,6042856.0
6076497.0,6078324.0,6043088.0
6076494.0,6078460.0,6043033.0
6075808.0,6078108.0,6043411.0
6076715.0,6079094.0,6042174.0
6076194.0,6078522.0,6042875.0
6076351.0,6078882.0,6042726.0
6076133.0,6078667.0,6042771.0
6076041.0,6078546.0,6042239.0
6076019.0,6078799.0,6042264.0
6076521.0,6078809.0,6042686.0
6076480.0,6078842.0,6042547.0
6076728.0,6078909.0,6042473.0
6076420.0,6078847.0,6042415.0
6076397.0,6078648.0,6042075.0
6076500.0,6078775.0,6042506.0
6076220.0,6078479.0,6042175.0
6077157.0,6079198.0,6042718.0
6077398.0,6079621.0,6042761.0
6077081.0,6078547.0,6043504.0
6076708.0,6078563.0,6043691.0
6077077.0,6079027.0,6043853.0
6076676.0,6078960.0,6043132.0
6076737.0,6078952.0,6042727.0
6077001.0,6079286.0,6042234.0
6077221.0,6079343.0,6042235.0
6076988.0,6079500.0,6042250.0
6076417.0,6078927.0,6042658.0
6076250.0,6078620.0,6044276.0
6076376.0,6078750.0,6043513.0
6076349.0,6079160.0,6042804.0
6076340.0,6079157.0,6042434.0
6073838.0,6077265.0,6041910.0
6071596.0,6074869.0,6044241.0
6077151.0,6077894.0,6043074.0
6098724.0,6093750.0,6032931.0
6111037.0,6103701.0,6031445.0
6097321.0,6095015.0,6039539.0
6083093.0,6084632.0,6043848.0
6079330.0,6081398.0,6042932.0
6077570.0,6079465.0,6042658.0
6076929.0,6078766.0,6043045.0
6076562.0,6079040.0,6042351.0
6076368.0,6079063.0,6042068.0
6076160.0,6078605.0,6042209.0
6075804.0,6078577.0,6041550.0
6075864.0,6078717.0,6041397.0
6075939.0,6078356.0,6041179.0
6075992.0,6078706.0,6041130.0
6076145.0,6078718.0,6041440.0
6076470.0,6078451.0,6041737.0
6076293.0,6078491.0,6042434.0
6076355.0,6078490.0,6042371.0
6076075.0,6078234.0,6042541.0
6076236.0,6078130.0,6042492.0
6075963.0,6077196.0,6042187.0
6076645.0,6077761.0,6041887.0
6076662.0,6077583.0,6042004.0
6077107.0,6077932.0,6041317.0
6077340.0,6078225.0,6041105.0
6077365.0,6078807.0,6040446.0
6077164.0,6078754.0,6040403.0
6077132.0,6079334.0,6040694.0
6076628.0,6079545.0,6041071.0
6076046.0,6079367.0,6040965.0
6075721.0,6079318.0,6041653.0
6075788.0,6079182.0,6041560.0
6075666.0,6079149.0,6041121.0
6075965.0,6079325.0,6041651.0
6075951.0,6079260.0,6042026.0
6076059.0,6079495.0,6041554.0
6075831.0,6079403.0,6041149.0
6076435.0,6079688.0,6041215.0
6076371.0,6079708.0,6041395.0
6076262.0,6079435.0,6041562.0
6076396.0,6078991.0,6042646.0
6076271.0,6079538.0,6042020.0
6076367.0,6079113.0,6041926.0
6076222.0,6079394.0,6041823.0
6076092.0,6079505.0,6041843.0
6075966.0,6079338.0,6041858.0
6076126.0,6079428.0,6042145.0
6075750.0,6079351.0,6041794.0
6075945.0,6079150.0,6042053.0
6075681.0,6079285.0,6041730.0
6075886.0,6079291.0,6041982.0
6075890.0,6079454.0,6042044.0
6075901.0,6079366.0,6041545.0
6076134.0,6079470.0,6041554.0
6075822.0,6079070.0,6041915.0
6075732.0,6079041.0,6041753.0
6076039.0,6079007.0,6042002.0
6075567.0,6079096.0,6041917.0
6075804.0,6079360.0,6041641.0
6075865.0,6079252.0,6041162.0
6075840.0,6079193.0,6041119.0
6076024.0,6079025.0,6040861.0
6076145.0,6078895.0,6041759.0
6076176.0,6079474.0,6041086.0
6076280.0,6079204.0,6041838.0
6075993.0,6079238.0,6041402.0
6075668.0,6079052.0,6041065.0
6076242.0,6079178.0,6041417.0
6076140.0,6078291.0,6042419.0
6075816.0,6078624.0,6042914.0
6075522.0,6078827.0,6043274.0
6073040.0,6076840.0,6043474.0
6070867.0,6073680.0,6044049.0
6078129.0,6078083.0,6042288.0
6100606.0,6095477.0,6031739.0
6110302.0,6103120.0,6031448.0
6095065.0,6093774.0,6040267.0
6082822.0,6084427.0,6043330.0
6079037.0,6080891.0,6043140.0
6077356.0,6079547.0,6042643.0
6076464.0,6078701.0,6042967.0
6076193.0,6079006.0,6042318.0
6076253.0,6078921.0,6041992.0
6075687.0,6078347.0,6042093.0
6075921.0,6078316.0,6042633.0
6075873.0,6078500.0,6042020.0
6075578.0,6078102.0,6042233.0
6075799.0,6078229.0,6041828.0
6075734.0,6077876.0,6042605.0
6075857.0,6077973.0,6042381.0
6076031.0,6078155.0,6042523.0
6075941.0,6077974.0,6041826.0
6075636.0,6077315.0,6041827.0
6075641.0,6077289.0,6041736.0
6076290.0,6077086.0,6040983.0
6076610.0,6077399.0,6040188.0
6076922.0,6077445.0,6040460.0
6077029.0,6078619.0,6039959.0
6077148.0,6078964.0,6040466.0
6076947.0,6079011.0,6040962.0
6076477.0,6079153.0,6041630.0
6076462.0,6079337.0,6041367.0
6076219.0,6079335.0,6042214.0
6076199.0,6079507.0,6042014.0
6075827.0,6079399.0,6042156.0
6075943.0,6079329.0,6042033.0
6075858.0,6079239.0,6042121.0
6076175.0,6079392.0,6041877.0
6075974.0,6079465.0,6041854.0
6076247.0,6079322.0,6041319.0
6076146.0,6079217.0,6041474.0
6076306.0,6079740.0,6040815.0
6076309.0,6079433.0,6041924.0
6076091.0,6079612.0,6041350.0
6076334.0,6079437.0,6041580.0
6076373.0,6079744.0,6041532.0
6076237.0,6080096.0,6041281.0
6076761.0,6080480.0,6040825.0
6077047.0,6080839.0,6040840.0
6076236.0,6080237.0,6040333.0
6075855.0,6080068.0,6041236.0
6076026.0,6080199.0,6041312.0
6075868.0,6079871.0,6041741.0
6075910.0,6080124.0,6041713.0
6075710.0,6080009.0,6042149.0
6075853.0,6080201.0,6041896.0
6075585.0,6079985.0,6042150.0
6075871.0,6080233.0,6041907.0
6075794.0,6080138.0,6041973.0
6075982.0,6080360.0,6041472.0
6076074.0,6080371.0,6042051.0
6076211.0,6080495.0,6041681.0
6075892.0,6080519.0,6041998.0
6075948.0,6080340.0,6041617.0
6075835.0,6080254.0,6041844.0
6075872.0,6080153.0,6041457.0
6075628.0,6080118.0,6042002.0
6075831.0,6080291.0,6041278.0
6075252.0,6079839.0,6041688.0
6075360.0,6080006.0,6041042.0
6075181.0,6079772.0,6041354.0
6075633.0,6080022.0,6041351.0
6075581.0,6080042.0,6042009.0
6075474.0,6079842.0,6041701.0
6075687.0,6080037.0,6042062.0
6075532.0,6080314.0,6041367.0
6075330.0,6080137.0,6041891.0
6075795.0,6080417.0,6041518.0
6075646.0,6080205.0,6041899.0
6073746.0,6078436.0,6042344.0
6071176.0,6075882.0,6043374.0
6075662.0,6077590.0,6042517.0
6095192.0,6092432.0,6032381.0
6111643.0,6105310.0,6029624.0
6102532.0,6099440.0,6038046.0
6084236.0,6086114.0,6043054.0
6079315.0,6081844.0,6042343.0
6077285.0,6080597.0,6041431.0
6076081.0,6079642.0,6041992.0
6075724.0,6079513.0,6041883.0
6075777.0,6079272.0,6042469.0
6075713.0,6079023.0,6041903.0
6075745.0,6078812.0,6042238.0
6075829.0,6078989.0,6041974.0
6075688.0,6078889.0,6041850.0
6075687.0,6078853.0,6041840.0
6075684.0,6078650.0,6041751.0
6075863.0,6078668.0,6041794.0
6075768.0,6078445.0,6041621.0
6075653.0,6078145.0,6041216.0
6075575.0,6077888.0,6041539.0
6075784.0,6077709.0,6041178.0
6075669.0,6077229.0,6041390.0
6076301.0,6077163.0,6041089.0
6076443.0,6077253.0,6040799.0
6076565.0,6077459.0,6040044.0
6076774.0,6077934.0,6040037.0
6076890.0,6078475.0,6039884.0
6077209.0,6078978.0,6040311.0
6076953.0,6079219.0,6040481.0
6076816.0,6079022.0,6041934.0
6075317.0,6079556.0,6042058.0
6075366.0,6079313.0,6042069.0
6075329.0,6079261.0,6041845.0
6075290.0,6079468.0,6042015.0
6075441.0,6079396.0,6041970.0
6075245.0,6079297.0,6042716.0
6075228.0,6079377.0,6042077.0
6074944.0,6079020.0,6042672.0
6075124.0,6079225.0,6042157.0
6075362.0,6079472.0,6042234.0
