I-mV,II-mV,V1-mV
4.342915406400883,4.343135377355538,4.396313535947415
4.34289088504856,4.343093546813341,4.396356087705856
4.342859151533791,4.3430993165433,4.396267378107749
4.342963727889283,4.34311301965195,4.396291178243826
4.3429832007278915,4.343136098571783,4.396230596079266
4.342955073294346,4.343092825597097,4.396215450538126
4.3429269458608,4.343169995735288,4.396186601888334
4.343001952350256,4.343184420060182,4.396307766217456
4.342949303564387,4.343129607625579,4.396253674999098
4.342996903836543,4.3431974019525885,4.396162080536013
4.34294209140194,4.3431260015443565,4.396182995807111
4.34298897045785,4.3431995656013225,4.396188044320824
4.3429810370791575,4.343162783572839,4.3961014983714515
4.343002673566501,4.3431498016804335,4.396136116751201
4.3430055584314795,4.343166389654064,4.396046685936849
4.3430286373513125,4.343217596007442,4.396136116751201
4.343019982756375,4.343132492490559,4.396175062428418
4.343012049377682,4.343152686545412,4.395929127688952
4.342913963968394,4.343063976947306,4.395843302955824
4.342818042207839,4.342970940051731,4.395771181331347
4.343100037759545,4.343112298435706,4.3957856056562425
4.343252935603435,4.343193795871365,4.396051013234318
4.343202450466302,4.3432219233049105,4.396001249313429
4.343088498299628,4.343196680736344,4.396222662700573
4.3431007589757895,4.343196680736344,4.396120971210061
4.343069025461019,4.3432464446572325,4.396208238375678
4.343137541004273,4.343242117359764,4.396174341212173
4.343168553302798,4.343316402632976,4.396080583100353
4.342024704338592,4.342476906924063,4.396395033383073
4.340626987256228,4.3406940603669915,4.396932339485427
4.343355348310194,4.341016444028404,4.3969453213778324
4.359226432992603,4.3528213115228,4.3902711862487305
4.36731343074521,4.358390543364915,4.390406053686502
4.35743276819186,4.352467915562863,4.395361530504318
4.348045417549933,4.3460627940930605,4.396853726914747
4.345537748666867,4.344243165507504,4.396056782964276
4.344295093077129,4.343492379396699,4.396128904588753
4.34364816210557,4.343088498299628,4.396112316615124
4.343386360608718,4.342902424508478,4.396175783644662
4.343171438167777,4.342818763424084,4.396180832158376
4.3431483592479445,4.342798569369231,4.396111595398878
4.343166389654064,4.342745920583362,4.396132510669977
4.343179371546468,4.342735823555936,4.396102219587696
4.343180092762714,4.342660817066479,4.396133231886222
4.343123116679377,4.3425937439557165,4.396176504860907
4.343211826277484,4.3424992646276515,4.396250790134119
4.34333515425534,4.342546864899806,4.3961238560750395
4.343374099932557,4.342606004631877,4.39618732310458
4.343480839936783,4.342492773681448,4.3962933418925605
4.34356954953489,4.342483397870265,4.396261608377791
4.343611380077086,4.342362954757389,4.396402966761766
4.343868854276469,4.3423052574578085,4.3964130637891925
4.344136425503279,4.342345645567516,4.396402966761766
4.344386687540214,4.342388197325956,4.396322911758596
4.344648489037066,4.342491331248959,4.396240693106692
4.344942024048688,4.342637738146647,4.395994758367226
4.345092037027599,4.342837515046448,4.395758920655186
4.345233395411574,4.343157735059126,4.395538228484287
4.345073285405236,4.3432709660095545,4.395352154693136
4.344684549849304,4.343345251282766,4.395415621722675
4.34428788091468,4.343273850874533,4.395468991724789
4.343827744950517,4.343153407761657,4.395530295105594
4.343556567642484,4.343113740868195,4.395669489840834
4.343373378716312,4.3430077220802135,4.39577911471004
4.343404391014838,4.343139704653007,4.3956413624072885
4.343348136147745,4.343025752486334,4.395768296466368
4.343397900068634,4.343038734378739,4.395776951061305
4.343420978988467,4.343073352758488,4.395813733089788
4.343287553983185,4.343031522216291,4.395732956870374
4.343392130338676,4.343104365057013,4.395704829436829
4.343384918176229,4.343056764784858,4.395718532545478
4.343373378716312,4.343130328841825,4.395684635381975
4.343446221557034,4.343117346949419,4.395596647000113
4.3435601737237075,4.343206777763771,4.3955454406467345
4.343527718992693,4.343255820468415,4.39552668902437
4.343514015884042,4.343207498980015,4.395599531865091
