I-mV,II-mV,V1-mV
4.372210489047198,4.367767796979415,4.368445019033254
4.371976814983893,4.367754093870764,4.368472425250555
4.372014318228621,4.367857949010011,4.368546710523766
4.3720092697149076,4.367901221984698,4.36836135794886
4.3719861907950754,4.367654566028986,4.3686116199857965
4.372123943097826,4.367835591306424,4.3684190552484425
4.371968881605201,4.367847130766339,4.368405352139792
4.371922723765535,4.367860112658746,4.368415449167219
4.372168658505002,4.36790915536339,4.368418334032198
4.372045330527146,4.367992816447783,4.3682531755121445
4.372045330527146,4.367951707121832,4.368259666458348
4.3719147903868425,4.3678319852252,4.368413285518485
4.371980421065117,4.367908434147145,4.368383715652449
4.371933542009207,4.367898337119718,4.36842626741089
4.37212899161154,4.367956755635545,4.368434922005827
4.372076342825672,4.367920694823306,4.368344769975231
4.371893875115744,4.367968295095461,4.368464491871863
4.371969602821446,4.367810348737857,4.368402467274812
4.372094373231791,4.367852900496298,4.3683988611935884
4.37187800835836,4.36778510616929,4.36847458889929
4.371919117684311,4.367729572518442,4.368440691735786
4.371988354443809,4.367853621712542,4.368359194300127
4.371952293631571,4.367748324140806,4.3684709828180655
4.372060476068286,4.367983440636602,4.368367848895065
4.37192200254929,4.367878143064865,4.368335394164049
4.371948687550347,4.367813954819081,4.368403188491057
4.371964554307732,4.367779336439331,4.368406794572281
4.371896759980723,4.36786227630748,4.368400303626078
4.371884499304563,4.367772845493128,4.36839453389612
4.371839783897387,4.367798088061695,4.368346212407721
4.371845553627345,4.3677908758992485,4.3683000545680555
4.371900366061948,4.367795924412961,4.368360636732616
4.371915511603088,4.3677447180595825,4.368295006054342
4.371640728213831,4.367628602244174,4.368494782954143
4.371709243757083,4.367677644948818,4.368441412952031
4.371655873754971,4.36759758994565,4.368487570791696
4.371766219840421,4.367736063464645,4.368429152275869
4.371641449430075,4.36765672967772,4.368318084974175
4.3716739041610895,4.367576674674551,4.368582771336006
4.371653710106236,4.367601196026873,4.36836135794886
4.371474848477533,4.36756152913341,4.368156532535346
4.371458260503903,4.3674309889931076,4.368141386994206
4.3716241402402005,4.36737689777475,4.368196199428808
4.371898923629458,4.367774287925618,4.368333230515315
4.371854208222282,4.367766354546926,4.368398139977344
4.371710686189573,4.367671154002616,4.36839453389612
4.371741698488098,4.367800251710429,4.3683974187610985
4.371898202413213,4.367780057655576,4.368197641861298
4.371858535519751,4.367851458063808,4.368354867002658
