I,II,V1
6061590.0,6051917.0,6064027.0
6061683.0,6051996.0,6064183.0
6061652.0,6052004.0,6064086.0
6061722.0,6052087.0,6064098.0
6061707.0,6052063.0,6064082.0
6061677.0,6052077.0,6064134.0
6061678.0,6052097.0,6063964.0
6061681.0,6052006.0,6064077.0
6061703.0,6052095.0,6063963.0
6061608.0,6052098.0,6064013.0
6061628.0,6052029.0,6063928.0
6061645.0,6052027.0,6064090.0
6061743.0,6052051.0,6063973.0
6061695.0,6052074.0,6064061.0
6061727.0,6052137.0,6063870.0
6061645.0,6051991.0,6064151.0
6061753.0,6052073.0,6064009.0
6061721.0,6051954.0,6064080.0
6061694.0,6052071.0,6063989.0
6061797.0,6052151.0,6064099.0
6061727.0,6052117.0,6063901.0
6061677.0,6051993.0,6063976.0
6061757.0,6052044.0,6063905.0
6061691.0,6052033.0,6063986.0
6061640.0,6052053.0,6063950.0
6061626.0,6051899.0,6064078.0
6061633.0,6051979.0,6063980.0
6061705.0,6052044.0,6064073.0
6061696.0,6052060.0,6063866.0
6061750.0,6052145.0,6063984.0
6061702.0,6052105.0,6063860.0
6061741.0,6052109.0,6064048.0
6061704.0,6052057.0,6063854.0
6061713.0,6052060.0,6064019.0
6061765.0,6052114.0,6063858.0
6061655.0,6052090.0,6063943.0
6061746.0,6052018.0,6063775.0
6061758.0,6052172.0,6063895.0
6061760.0,6052235.0,6063784.0
6061712.0,6052177.0,6063952.0
6061805.0,6052121.0,6063698.0
6061740.0,6052183.0,6063859.0
6061731.0,6052202.0,6063737.0
6061778.0,6052161.0,6064063.0
6061506.0,6051956.0,6063856.0
6061613.0,6051932.0,6064260.0
6061910.0,6052098.0,6063733.0
6061975.0,6052169.0,6063890.0
6062050.0,6052352.0,6063759.0
6061896.0,6052275.0,6064001.0
6061906.0,6052378.0,6063784.0
6061837.0,6052300.0,6063954.0
6061783.0,6052261.0,6063764.0
6061788.0,6052251.0,6063751.0
6061924.0,6052325.0,6063578.0
6060900.0,6051551.0,6064236.0
6058245.0,6049359.0,6065500.0
6058419.0,6047921.0,6065688.0
6070017.0,6055188.0,6057720.0
6090060.0,6072079.0,6050189.0
6089127.0,6071268.0,6055195.0
6073010.0,6060377.0,6063335.0
6065579.0,6054602.0,6064259.0
6063566.0,6053034.0,6063751.0
6062593.0,6052283.0,6063721.0
6061897.0,6051831.0,6063797.0
6061795.0,6051626.0,6063755.0
6061415.0,6051466.0,6063816.0
6061405.0,6051529.0,6063701.0
6061285.0,6051305.0,6063784.0
6061321.0,6051288.0,6063804.0
6061379.0,6051261.0,6063763.0
6061296.0,6051217.0,6063745.0
6061295.0,6051123.0,6064002.0
6061410.0,6051025.0,6063824.0
