I-mV,II-mV,V1-mV
4.336122991807639,4.330573232804133,4.402403485918253
4.336032839777043,4.330482359557292,4.402592444574382
4.336096306806582,4.330472983746111,4.4024106980807005
4.335998942613539,4.330391486310451,4.402515274436192
4.336110009915233,4.330377061985556,4.402384013079644
4.336026348830839,4.330266715900105,4.402526813896108
4.33607322788675,4.33022344292542,4.402464068082813
4.336099912887806,4.330099393731319,4.402605426466788
4.336148234376206,4.330027993323087,4.402558547410878
4.336242713704271,4.329912598723924,4.402564317140836
4.336413641954281,4.329950101968652,4.402400601053274
4.336666788856196,4.329965247509793,4.40236526145728
4.337095191305589,4.330107327110011,4.4020270110384825
4.337452914562995,4.33026887954884,4.401825070489947
4.337833716740234,4.33053789320814,4.4014716745300095
4.338242646351018,4.330968459306267,4.401196169924507
4.338542672308843,4.331360079727177,4.400899750047907
4.338527526767702,4.331486292570013,4.400997835457195
4.338219567431185,4.3316125054128465,4.401067793432938
4.337770970926939,4.331625487305253,4.401385128580637
4.3371500037401916,4.331333394726121,4.401729869945638
4.336754777238058,4.331215115261979,4.401967871306412
4.336508842498591,4.331092508500367,4.402083987121819
4.336394169115673,4.331026156605849,4.402361655376056
4.336418690467995,4.331042744579478,4.402321267266348
4.336425181414197,4.331148763367461,4.402378243349685
4.3364511451990095,4.331053562823151,4.402305400508964
4.3364763877675765,4.331106932825263,4.402324873347573
4.3364302299279105,4.3310333687682965,4.402355885646098
4.336470618037618,4.3310102898484635,4.402437383081757
4.336514612228549,4.330987932144875,4.4023890615933565
4.3365275941209545,4.331025435389604,4.402456134704121
4.336696358722231,4.331180496882229,4.402279436724152
4.336485763578759,4.33107015079678,4.402355164429853
4.336664625207462,4.331265600399112,4.402257800236809
4.336603321826655,4.331168236206069,4.402327036996307
4.336626400746488,4.33111847228518,4.402311891455167
4.336648758450076,4.331175448368516,4.402340018888713
4.336727371020756,4.331163187692355,4.402345067402426
4.336580242906823,4.331182660530963,4.402386897944623
4.336784347104093,4.331234588100588,4.402324873347573
4.336690588992273,4.331355752429708,4.4023847342958895
4.336612697637838,4.331167514989824,4.402376079700952
4.336792280482785,4.331388207160724,4.4023147763201464
4.336701407235944,4.331373782835828,4.402271503345459
4.336742516561896,4.331332673509876,4.402343624969936
4.336748286291854,4.331349261483506,4.402364540241035
4.3367915592665405,4.331413449729291,4.4023133338876566
4.336742516561896,4.331284352021477,4.4024352194330225
4.33679444413152,4.331280745940252,4.402441710379225
4.336712225479616,4.331255503371686,4.4024106980807005
4.337033166708539,4.331480522840054,4.402346509834916
4.336825456430045,4.331384601079499,4.4021712542874365
4.3368384383224505,4.3313485402672605,4.402414304161924
4.3370057604912375,4.331391092025703,4.4022909761840685
4.336899741703256,4.331427874054186,4.402392667674581
4.336943014677943,4.331498553246173,4.402293861049047
4.336785068320338,4.331419940675493,4.402479213623954
4.336896856838277,4.331447346892794,4.402255636588075
4.3372004888773255,4.3315872628442795,4.402309727806433
4.336880268864648,4.331488456218747,4.402337855239979
4.336977633057692,4.33149206229997,4.402327036996307
4.3371485613077025,4.331647845008841,4.402236884965711
4.3370057604912375,4.331487735002502,4.402229672803262
4.337094470089344,4.331525959463474,4.402345788618671
4.3370079241399715,4.331531007977188,4.402275830642928
4.337124761171625,4.331544711085838,4.402285927670356
4.337135579415296,4.331606014466645,4.402451807406652
4.337163706848842,4.331531729193433,4.402215248478368
4.337274774150536,4.331592311357993,4.402404207134498
4.337117549009177,4.331600965952931,4.402257079020565
4.337175246308758,4.331618275142805,4.402335691591245
4.337189670633654,4.331688954334792,4.402185678612332
4.337044706168455,4.331453837838998,4.402335691591245
4.337021627248622,4.331427152837941,4.402264291183012
4.337335356315097,4.331588705276769,4.402182793747353
4.337496187537681,4.331732948525723,4.402188563477311
4.337584175919543,4.331726457579521,4.402349394699894
4.3373425684775455,4.331679578523611,4.4023154975363905
4.337411805237043,4.331790645825305,4.402375358484707
4.337322374422691,4.331654335955044,4.402349394699894
4.337157937118884,4.331631257035212,4.40255277768092
4.337421181048225,4.331774779067921,4.402248424425627
4.337265398339354,4.331772615419186,4.4024344982167785
4.337399544560882,4.3317055423084225,4.402259242669299
4.337353386721216,4.331743766769395,4.402390504025846
4.3370043180587485,4.3314682621638925,4.402549892815941
4.3353462419120214,4.3301296848136,4.403534352990053
4.334494485526948,4.328097297435837,4.404081034903587
4.340376725219293,4.3313463766185265,4.4003610015130645
4.353729322774965,4.3439215030623375,4.393206536364945
4.357744333609601,4.345844265570895,4.395589434837665
4.347836986055194,4.338945832189669,4.401723378999434
4.340750315234084,4.334162726054354,4.403194660138765
4.3389321290810186,4.332628699101727,4.402578020249487
4.338096960669575,4.331974555967721,4.402343624969936
4.337558212134731,4.331613947845336,4.402373916052216
4.337441375103079,4.331481244056299,4.402317661185125
4.3371730826600245,4.33144662567655,4.402341461321202
4.337335356315097,4.331468983380137,4.4023162187526355
4.3373678110461125,4.331424989189206,4.4022188545595915
4.337258907393152,4.3313456554022824,4.402312612671412
4.337263955906865,4.331316085536247,4.402312612671412
4.33727982266425,4.331215836478223,4.402257079020565
4.337260349825641,4.331294449048903,4.402189284693556
4.337313719827755,4.331199248504594,4.402417910243148
4.337478878347807,4.331287236886456,4.402340018888713
4.337450029698016,4.331076641742983,4.402527535112353
4.337573357675871,4.331197806072105,4.402465510515302
4.337628891326719,4.331193478774636,4.402451086190408
4.3377349101147,4.331109817690242,4.4025534988971655
4.338032051207546,4.331077362959228,4.402666729847593
4.338319816489208,4.331243242695525,4.40247416511024
4.338793655562023,4.331479080407564,4.402301073211495
4.339136954494533,4.331600244736686,4.4022195757758364
4.339402362072608,4.331722851498297,4.402110672122876
4.339722582085286,4.331938495155483,4.40178468238024
4.33983509181947,4.332079853539458,4.401668566564832
4.339933898445004,4.332242848410776,4.4014002741217775
4.339434816803623,4.332190920841152,4.401460135070093
4.338999923408027,4.332121684081654,4.40154740223571
4.338550605687535,4.332071920160765,4.401659911969895
4.338153215536667,4.331985374211393,4.401821464408723
4.337931802149522,4.331848343124887,4.402010423064852
4.337889250391081,4.331881519072146,4.401887816303242
4.337487532942744,4.33171131203838,4.402048647525826
4.337617351866802,4.331666596631205,4.402117163069079
4.337649085381573,4.331694002848505,4.401993835091223
4.3377565466020425,4.331636305548924,4.401980131982572
4.3376865886263,4.331613947845336,4.40208110225684
4.337804868090442,4.331641354062637,4.4020493687420705
4.337838044037703,4.3316824633885895,4.402118605501568
4.337742843493392,4.331655778387534,4.402068841580679
4.337819292415338,4.331702657443443,4.402167648206213
4.337965699313027,4.331782712446612,4.402057302120763
4.337967862961761,4.331767566905472,4.402091199284268
4.337982287286657,4.331748094066864,4.40213086617773
4.337983008502901,4.331888731234594,4.4020738900943925
4.337951996204375,4.331869258395986,4.402056580904518
4.337948390123152,4.331792809474039,4.402076774959372
4.337944062825684,4.33182310055632,4.40211572063659
4.337868335119983,4.33179136704155,4.402130144961484
4.337903674715976,4.331882240288391,4.4021005750954485
4.337909444445934,4.331864931098517,4.402166205773724
4.337859680525045,4.331941380020462,4.402006095767384
4.337913050527158,4.33183680366497,4.4020724476619035
4.33789357768855,4.331902434343244,4.402035665633419
4.337942620393194,4.331939216371728,4.4020500899583155
