I,II,V1
6021655.0,6021960.0,6095694.0
6021621.0,6021902.0,6095753.0
6021577.0,6021910.0,6095630.0
6021722.0,6021929.0,6095663.0
6021749.0,6021961.0,6095579.0
6021710.0,6021901.0,6095558.0
6021671.0,6022008.0,6095518.0
6021775.0,6022028.0,6095686.0
6021702.0,6021952.0,6095611.0
6021768.0,6022046.0,6095484.0
6021692.0,6021947.0,6095513.0
6021757.0,6022049.0,6095520.0
6021746.0,6021998.0,6095400.0
6021776.0,6021980.0,6095448.0
6021780.0,6022003.0,6095324.0
6021812.0,6022074.0,6095448.0
6021800.0,6021956.0,6095502.0
6021789.0,6021984.0,6095161.0
6021653.0,6021861.0,6095042.0
6021520.0,6021732.0,6094942.0
6021911.0,6021928.0,6094962.0
6022123.0,6022041.0,6095330.0
6022053.0,6022080.0,6095261.0
6021895.0,6022045.0,6095568.0
6021912.0,6022045.0,6095427.0
6021868.0,6022114.0,6095548.0
6021963.0,6022108.0,6095501.0
6022006.0,6022211.0,6095371.0
6020420.0,6021047.0,6095807.0
6018482.0,6018575.0,6096552.0
6022265.0,6019022.0,6096570.0
6044271.0,6035390.0,6087316.0
6055484.0,6043112.0,6087503.0
6041784.0,6034900.0,6094374.0
6028768.0,6026019.0,6096443.0
6025291.0,6023496.0,6095338.0
6023568.0,6022455.0,6095438.0
6022671.0,6021895.0,6095415.0
6022308.0,6021637.0,6095503.0
6022010.0,6021521.0,6095510.0
6021978.0,6021493.0,6095414.0
6022003.0,6021420.0,6095443.0
6022021.0,6021406.0,6095401.0
6022022.0,6021302.0,6095444.0
6021943.0,6021209.0,6095504.0
6022066.0,6021078.0,6095607.0
6022237.0,6021144.0,6095431.0
6022291.0,6021226.0,6095519.0
6022439.0,6021069.0,6095666.0
6022562.0,6021056.0,6095622.0
6022620.0,6020889.0,6095818.0
6022977.0,6020809.0,6095832.0
6023348.0,6020865.0,6095818.0
6023695.0,6020924.0,6095707.0
6024058.0,6021067.0,6095593.0
6024465.0,6021270.0,6095252.0
6024673.0,6021547.0,6094925.0
6024869.0,6021991.0,6094619.0
6024647.0,6022148.0,6094361.0
6024108.0,6022251.0,6094449.0
6023558.0,6022152.0,6094523.0
6022920.0,6021985.0,6094608.0
6022544.0,6021930.0,6094801.0
6022290.0,6021783.0,6094953.0
6022333.0,6021966.0,6094762.0
6022255.0,6021808.0,6094938.0
6022324.0,6021826.0,6094950.0
6022356.0,6021874.0,6095001.0
6022171.0,6021816.0,6094889.0
6022316.0,6021917.0,6094850.0
6022306.0,6021851.0,6094869.0
6022290.0,6021953.0,6094822.0
6022391.0,6021935.0,6094700.0
6022549.0,6022059.0,6094629.0
6022504.0,6022127.0,6094603.0
6022485.0,6022060.0,6094704.0
6022528.0,6022158.0,6094637.0
6022501.0,6022050.0,6094611.0
6022720.0,6022370.0,6094471.0
6022616.0,6022330.0,6094429.0
6022390.0,6022168.0,6094548.0
6022370.0,6022163.0,6094625.0
6022456.0,6022270.0,6094481.0
6022471.0,6022382.0,6094341.0
6022388.0,6022285.0,6094523.0
6022505.0,6022402.0,6094477.0
6022347.0,6022418.0,6094587.0
6022343.0,6022256.0,6094605.0
6022399.0,6022450.0,6094482.0
6022211.0,6022369.0,6094468.0
6022359.0,6022288.0,6094417.0
6022286.0,6022388.0,6094352.0
6022435.0,6022481.0,6094425.0
6022191.0,6022353.0,6094506.0
6022383.0,6022457.0,6094396.0
6022281.0,6022384.0,6094255.0
6022427.0,6022432.0,6094258.0
6022161.0,6022270.0,6094401.0
6022398.0,6022612.0,6094228.0
6022348.0,6022473.0,6094270.0
6022343.0,6022527.0,6094325.0
6022387.0,6022638.0,6094268.0
6022649.0,6022641.0,6094186.0
6022385.0,6022629.0,6094247.0
6022253.0,6022459.0,6094326.0
6022428.0,6022651.0,6094209.0
6022360.0,6022634.0,6094085.0
6022511.0,6022724.0,6094094.0
