I-mV,II-mV,V1-mV
4.346438547756586,4.350842294147151,4.389741813525069
4.34639094748443,4.350754305765289,4.390449326661189
4.346509226948573,4.350667038599672,4.391077506010383
4.346376523159535,4.350757190630269,4.390996008574724
4.346393111133165,4.350822100092298,4.390592127477653
4.346429893161648,4.350741323872883,4.390574097071534
4.34631521977873,4.350687232654526,4.390596454775122
4.3463512805909685,4.350694444816973,4.3903909081453625
4.346688809793521,4.3509814888823914,4.390595012342632
4.346628948845204,4.350993028342308,4.3901500219196095
4.346626063980225,4.350916579420362,4.390344029089452
4.346491196542454,4.350968506989986,4.390763776943908
4.346428450729158,4.3508805186081245,4.39070968572555
4.346364262483374,4.350887009554326,4.3906815582920045
4.346382292889492,4.350817772794829,4.390492599635875
4.346411141539283,4.350840130498417,4.390432017471315
4.346418353701732,4.35098581617986,4.3902466648964085
4.346441432621564,4.351177659700969,4.390103142863699
4.346710446280864,4.351186314295906,4.390460144904861
4.346374359510801,4.350949034151377,4.3905575090979045
4.3463758019432905,4.35089205806804,4.390879892759316
4.34639238991692,4.350912252122893,4.390644776263521
4.346248146667966,4.35087979739188,4.390605830586304
4.346101739770277,4.350625208057475,4.390453653958658
4.346397438430633,4.350974276719944,4.390046166780363
4.346371474645822,4.350862488202004,4.389795183527182
4.346455856946459,4.350973555503699,4.3897634500124125
4.346442153837809,4.350980046449902,4.390715455455509
4.34661308208782,4.351145204969955,4.390494042068365
4.346248146667966,4.350788924145038,4.390698867481879
4.346057745579347,4.3507860392800595,4.390771710322601
4.346483984380006,4.351181986998438,4.390181755434379
4.346414026404263,4.35103125280328,4.390542363556764
4.346612360871575,4.351258435920383,4.390370714090509
4.3464493660002566,4.351010337532182,4.39042985382258
4.346453693297725,4.350844457795885,4.391069572631691
4.345033618511773,4.34998621046461,4.391133039661231
4.344182583342945,4.348457232025697,4.391270791963982
4.347795876729243,4.349127241917087,4.38991274177508
4.362405554199549,4.360609004533828,4.382308237690224
4.369579492186277,4.366403977060555,4.3828498710900465
4.35864080540185,4.359839466800658,4.390098094349986
4.350378552101764,4.353647104123062,4.390985190331054
4.348599311625916,4.351893827432026,4.390827965189693
4.347692021589996,4.351344981869755,4.390817146946022
4.347284534411701,4.351088228886617,4.390861862353197
4.3468337742587195,4.3508343607684585,4.390551018151701
4.3467154947945765,4.350708147925624,4.390408938551482
4.346818628717579,4.350620159543762,4.390473848013511
4.346944841560414,4.3506172746787835,4.390473848013511
4.346996769130037,4.350601407921398,4.3906801158595155
4.346954217371596,4.350645402112328,4.390456538823637
4.3472931890066375,4.35065766278849,4.390951293167549
4.347116491026669,4.350495389133417,4.390923165734002
4.347298237520351,4.3504968315659065,4.390856092623239
4.3475347964486355,4.350514140755781,4.390747188970279
4.347542729827328,4.350395861291638,4.390456538823637
4.347832658757725,4.350413170481513,4.39074286167281
4.34817812133897,4.350673529545875,4.390691655319432
4.348530796082663,4.350741323872883,4.390600060856346
4.348549547705027,4.350753584549044,4.390527218015624
4.34913517529578,4.35123968429802,4.390228634490289
4.348960640964546,4.351171168754766,4.390041839482894
4.348985883533113,4.351431527819128,4.389566557977591
4.348646190681826,4.351637795665132,4.389785086499756
4.348278370396994,4.351391860925666,4.389936541911157
4.347549220773531,4.3511488110511785,4.390212767732904
4.347452577796733,4.351266369299076,4.390164446244505
4.347187891434901,4.351022598208344,4.390401726389033
4.346798434662725,4.3508588821207805,4.390338259359495
4.346794107365256,4.35078459684757,4.390239452733961
4.3469073383156855,4.35089350050053,4.390497648149588
4.346843150069901,4.350958409962559,4.390140646108427
4.346915992910623,4.351060101453071,4.390364944360551
4.347001096427506,4.351016107262141,4.390168052325729
