I,II,V1
6089205.0,6084466.0,6032775.0
6109124.0,6101114.0,6028488.0
6104135.0,6095918.0,6035771.0
6084388.0,6082882.0,6042689.0
6078829.0,6078585.0,6041061.0
6076643.0,6076945.0,6040755.0
6075528.0,6075994.0,6041634.0
6074924.0,6075673.0,6041447.0
6074926.0,6075307.0,6041645.0
6074590.0,6075114.0,6041424.0
6074542.0,6074968.0,6041341.0
6074593.0,6074764.0,6041287.0
6074453.0,6074807.0,6041303.0
6074552.0,6074881.0,6041156.0
6074865.0,6074856.0,6041205.0
6074435.0,6074811.0,6041674.0
6074551.0,6074519.0,6041395.0
6074635.0,6074300.0,6041505.0
6074706.0,6074132.0,6041692.0
6074733.0,6073958.0,6041670.0
6074819.0,6073902.0,6041422.0
6075143.0,6074030.0,6040790.0
6075490.0,6074082.0,6040474.0
6075793.0,6074461.0,6040031.0
6076075.0,6074676.0,6039831.0
6076165.0,6074846.0,6039645.0
6076436.0,6075270.0,6039623.0
6076246.0,6075575.0,6039971.0
6075770.0,6075325.0,6040881.0
6075393.0,6075423.0,6041156.0
6075289.0,6075307.0,6041137.0
6074896.0,6075366.0,6041390.0
6074861.0,6075361.0,6041309.0
6074440.0,6075273.0,6041238.0
6075225.0,6075478.0,6041337.0
6075130.0,6075338.0,6041251.0
6075076.0,6075422.0,6041608.0
6075160.0,6075228.0,6041323.0
6074412.0,6075171.0,6041170.0
6074829.0,6075007.0,6041213.0
6074971.0,6074858.0,6041256.0
6075167.0,6075138.0,6040475.0
6074920.0,6074969.0,6040824.0
6074717.0,6075312.0,6040378.0
6075049.0,6075438.0,6041359.0
6074976.0,6075352.0,6041741.0
6074965.0,6075096.0,6042208.0
6074928.0,6075325.0,6042067.0
6074848.0,6075435.0,6042282.0
6074709.0,6075224.0,6042221.0
6075243.0,6075430.0,6041993.0
6074894.0,6075215.0,6041582.0
6075028.0,6075181.0,6041826.0
6074998.0,6075022.0,6041409.0
6075049.0,6075154.0,6042155.0
6074960.0,6075339.0,6041958.0
6075021.0,6075146.0,6042494.0
6075179.0,6075354.0,6042389.0
6075097.0,6075259.0,6042464.0
6074811.0,6075175.0,6042154.0
6074878.0,6074879.0,6042208.0
6074863.0,6075324.0,6041731.0
6074993.0,6075375.0,6042117.0
6074827.0,6075334.0,6041937.0
6075096.0,6075490.0,6041756.0
6074738.0,6074948.0,6041594.0
6074456.0,6074736.0,6041595.0
6074743.0,6075009.0,6041352.0
6075044.0,6074916.0,6041937.0
6075480.0,6075286.0,6042069.0
6075156.0,6075188.0,6042090.0
6074721.0,6075073.0,6042257.0
6074798.0,6074679.0,6042792.0
6074922.0,6074924.0,6042622.0
6075067.0,6075059.0,6042594.0
6075264.0,6075027.0,6042587.0
6073628.0,6073736.0,6043092.0
6071513.0,6071453.0,6043764.0
6073474.0,6071024.0,6044256.0
6090413.0,6082956.0,6034495.0
6105121.0,6095603.0,6031747.0
6096975.0,6091359.0,6038544.0
6084856.0,6082606.0,6043611.0
6078636.0,6077326.0,6043932.0
6077113.0,6075994.0,6043120.0
6075880.0,6075044.0,6043251.0
6075131.0,6074797.0,6043159.0
6075531.0,6074579.0,6042946.0
6075546.0,6074825.0,6042828.0
6075306.0,6074441.0,6042844.0
6075472.0,6074399.0,6043009.0
6075528.0,6074625.0,6042703.0
6075811.0,6074744.0,6042545.0
