I-mV,II-mV,V1-mV
4.3823918987746175,4.3833871771924,4.358571568642352
4.382720052165988,4.384005259514168,4.357994595646536
4.382751064464513,4.383880489103823,4.3580869113258665
4.383148454615381,4.383807646263102,4.35791958915708
4.383064072314744,4.383382849894931,4.357545277926045
4.383395110571093,4.383985786675559,4.357685915093774
4.382813089061564,4.383923762078509,4.359003577172969
4.3828498710900465,4.384353606960392,4.359152868935637
4.382390456342128,4.384285091417139,4.359179553936693
4.3824654628315844,4.385118817396093,4.358945879873388
4.382645766892776,4.384878652386584,4.358416507149727
4.382553451213447,4.38472214846147,4.3583292399841085
4.382497196346353,4.384206478846459,4.358909097844904
4.3811874676458515,4.383612917877014,4.35879803054321
4.379701762181625,4.382156061062577,4.359460828272153
4.381263916567797,4.382288043635371,4.359107432312216
4.393542623135008,4.390142088540916,4.3518469483761155
4.404852736285492,4.399558287832634,4.349337115844316
4.399523669452885,4.396589761769161,4.354285380499683
4.389626418925906,4.3890912764722865,4.358836255004182
4.384851967385528,4.386088132029064,4.359147820421923
4.383428286518352,4.384903173738907,4.3581337903817765
4.3824654628315844,4.384252636686124,4.3581590329503435
4.382185630928614,4.383956216809524,4.358336452146557
4.382303910392755,4.38410839343717,4.357758757934496
4.381920944566783,4.383625178553174,4.358245578899716
4.3817882407777455,4.383491753547892,4.358501610666609
4.382568596754586,4.384165369520508,4.358324912686641
4.3821986128210195,4.384076659922401,4.358522525937707
4.382106297141688,4.384001653432945,4.35799820172776
4.382420026208163,4.383941071268384,4.358185717951399
4.382707791489827,4.384155993709325,4.357884249561086
4.382052927139576,4.383302794891763,4.3578683828037015
4.383170091102724,4.384251194253635,4.357597926711913
4.3827070702735815,4.383719657881239,4.358055177811097
4.382613312161762,4.383863901130193,4.357999644160249
4.382695530813666,4.38329486151307,4.358387658499935
4.382656585136448,4.383552335712452,4.357612351036807
4.383015750826344,4.383556663009921,4.357793376314246
4.383480214087976,4.383749227747275,4.357486138193973
4.382451759722933,4.383899240726187,4.357645526984067
4.382942907985622,4.38332659502784,4.357188997101128
4.383300631243028,4.384342067500476,4.357423392380678
4.3835984935521175,4.384575020347537,4.35780780063914
4.383169369886479,4.384311055201951,4.357719091041034
4.382619803107965,4.384135799654472,4.358173457275239
4.3827049066248485,4.384172581682955,4.358252069845919
4.382121442682829,4.384100460058478,4.358316258091704
4.3823688198547845,4.384306006688237,4.358940110143429
4.381663470367401,4.3836936940964275,4.358715090675061
4.382185630928614,4.384030502082735,4.358133069165532
4.381592791175412,4.383378522597463,4.3583508764714525
4.382143079170172,4.383599214768363,4.358507380396567
4.382720773382233,4.383830725182934,4.35763398752415
4.382763325140675,4.384184121142871,4.357488301842707
4.383025126637525,4.384464674262087,4.357809964287875
4.382527487428635,4.383917271132307,4.357505611032582
4.382359444043604,4.383774470315841,4.357837370505176
4.382749622032024,4.383892028563739,4.358151099571651
4.3824431051279955,4.383516996116459,4.357810685504119
4.382815252710298,4.384193496954053,4.357968631861724
4.382415698910695,4.383552335712452,4.357799867260448
4.382423632289387,4.383708118421323,4.3585679625611276
4.382764767573163,4.384035550596448,4.3584064101223
4.382911174470852,4.384101181274723,4.357884970777331
4.382772700951857,4.3839829018105805,4.358263609305835
4.382533978374838,4.3839345803221805,4.358648738780542
4.382405601883268,4.3838134159930595,4.358269379035793
4.382603215134336,4.383895634644963,4.358411458636013
4.382544075402264,4.383628784634399,4.35849728336914
4.3827777494655695,4.384383898042673,4.357656345227739
4.382474117426522,4.383833610047913,4.35824774254845
4.3825866271607055,4.3835984935521175,4.358627102293199
4.38246329918285,4.383582626794733,4.358306161064276
4.382474117426522,4.383654027202965,4.358748987838566
4.383185236643865,4.384523813994158,4.35881173365186
4.382985459744063,4.384114163167129,4.359377888404005
4.382721494598478,4.384389667772631,4.358674702565354
4.382837610413886,4.384149502763122,4.359059110823816
4.382695530813666,4.3840312232989795,4.3587374483786485
4.382787125276752,4.384211527360172,4.359077141229935
4.382818137575277,4.384356491825371,4.358524689586442
4.382709233922316,4.384165369520508,4.3590244924440675
4.381635342933854,4.383412419760967,4.359933946128723
4.379822926510747,4.3815264392808935,4.361309305507499
4.382305352825245,4.38188272010581,4.360359463713137
4.393096911495739,4.391146021553637,4.352911463553396
4.405312872249655,4.40005953312275,4.350621601976252
4.40099855667344,4.397134280033963,4.355443653788784
4.390198343408009,4.390360617063082,4.3598437940981265
4.3855234197094095,4.386756699487966,4.358895394736254
4.383849476805298,4.385412352407715,4.358213845384946
4.382559942159649,4.384489916830654,4.358535507830114
4.3824870993189275,4.384331249256804,4.35807681429844
4.3824012745858,4.384063678029994,4.358023444296327
4.382304631609,4.383830003966689,4.358224663628618
4.382053648355821,4.383554499361187,4.357898673885981
4.382221691740852,4.383522044630172,4.357870546452435
4.382546239050998,4.38395405316079,4.3579671894292344
4.382389013909638,4.384171139250466,4.357900837534715
4.382366656206051,4.383792500721961,4.35806022632481
4.382433729316814,4.384090363031052,4.358130184300553
4.382660912433916,4.383836494912892,4.3583746766075295
4.382596002971887,4.3839843442430695,4.357692406039977
4.3822988618790415,4.383786730992003,4.357713321311076
4.382240443363217,4.383295582729315,4.357895789021002
4.3827539493294925,4.383351116380162,4.357980892537885
4.383473723141773,4.383482377736709,4.3578409765864
4.383525650711396,4.383884095185047,4.357252464130668
4.383168648670234,4.383905010456145,4.357486138193973
4.383385734759911,4.384203593981479,4.357365695081096
4.383397995436072,4.384186284791606,4.357235876157038
4.383040993394911,4.38409469032852,4.357566193197143
4.382923435147013,4.384230278982537,4.357545277926045
4.382451038506689,4.383904289239901,4.357789049016777
4.3824892629676615,4.384130029924513,4.357765248880699
4.381905077809398,4.383992277621762,4.357996038079025
4.382067351464471,4.3840009322167,4.357858285776275
4.382032733084722,4.383995162486741,4.358339337011536
4.382179861198654,4.383943956133362,4.358507380396567
4.38211711538536,4.383878325455089,4.358434537555846
4.3820810545731215,4.38410839343717,4.358151099571651
4.381868295780915,4.383683597069001,4.358583108102268
4.382076006059409,4.383874719373865,4.3583047186317865
4.382495753913864,4.383985786675559,4.357917425508345
4.3825628270246275,4.383955495593279,4.357826552261504
4.382246934309419,4.383867507211417,4.3578907405072895
4.382512341887494,4.383971362350665,4.3574818108965045
4.382522438914921,4.384254800334859,4.357636151172885
4.3825116206712496,4.383801155316898,4.358205912006253
4.3824683476965625,4.383786009775758,4.3583732341750405
4.382466184047829,4.383884095185047,4.358333567281577
4.381971429703917,4.383630227066887,4.358606187022101
4.382625572837923,4.3843413462842316,4.357714042527321
4.3822498191743975,4.383928810592223,4.358219615114904
4.382363050124827,4.38418844844034,4.358112153894433
4.382205824983467,4.384033386947714,4.358144608625448
4.382139473088948,4.383946119782098,4.35776092158323
4.382123606331564,4.3841285874920235,4.357778951989349
4.382485656886438,4.384135799654472,4.358083305244643
4.382456087020402,4.384159599790549,4.35798305618662
4.382634948649105,4.384207921278948,4.357929686184507
4.382412814045716,4.384163205871773,4.357887855642311
4.382396226072086,4.384019683839064,4.357642642119088
4.382470511345298,4.38411127830215,4.357953486320584
4.382268570796762,4.383897798293698,4.357714763743565
4.382944350418112,4.3844163527736875,4.358106384164475
4.383118163533101,4.384721427245225,4.358137396463
4.382889537983509,4.383946840998342,4.358673260132864
4.382620524324209,4.3839583804582585,4.3588081275706365
4.38288665311853,4.384293024795832,4.35892496460229
4.382597445404377,4.384244703307432,4.35840496768981
